comments,sosmed,label
"['maaf', 'opini', 'nyata', 'didik', 'sudahh', 'mengssajar', 'institusi', 'resmi', 'rela', 'baca', 'hujat', 'gurutapi', 'video', 'salah', 'tatidakpan', 'salah', 'kaprah', 'melihatanyaa', 'objektif', 'hujat', 'guru', 'spesifik', 'bijak', 'paksa', 'studi', 'diatidakp', 'berat', 'tua', 'murakyat', 'indonesiad', 'bijak', 'sekokelah', 'ambil', 'patuh', 'bayar', 'topik', 'utama', 'hujat', 'tua', 'murakyat', 'indonesiad', 'guru', 'guna', 'sekokelah', 'dihilantidakan', 'video', 'inijasa', 'guru', 'didik', 'generasi', 'terus', 'bangsa', 'pisah', 'kacau', 'kelola', 'program', 'studi', 'sekokelah', 'hujat', 'paksa', 'jalan', 'program', 'studi', 'menghilantidakan', 'peran', 'guru', 'dunia', 'didik', 'sadarakyat', 'indonesia', 'berbedasaya', 'makalaum', 'video', 'reaksi', 'sakit', 'hati', 'hujat', 'bertubitubi', 'lepas', 'darakyat', 'indonesia', 'sakit', 'hati', 'rasa', 'didik', 'latih', 'nilai', 'objektif', 'mem', 'relevansinyacoba', 'kaji', 'ulang', 'fakta', 'paksa', 'studi', 'sekokelah', 'bukti', 'picu', 'muncul', 'hujatanhujatan', 'sakit', 'hati', 'tutup', 'fakta', 'lebar', 'topik', 'kemanamanatidak', 'tua', 'murakyat', 'indonesiad', 'sekokelah', 'tutup', 'tua', 'murod', 'profesi', 'guru', 'dihilantidakan', 'tuntut', 'stop', 'sistem', 'paksa', 'laksana', 'studi', 'lainlainsemoga', 'timbang', 'mudahhmudahhan', 'opini', 'tambah', 'sakit', 'hati', 'guru', 'duka']",instagram,0
"['main', 'harakyat', 'indonesia', 'sssaja', '1x', 'bayantidakan', 'seharakyat', 'indonesia', '24', 'jam', 'ronde', 'keluar']",instagram,0
['hora'],instagram,0
"['kumpul', 'jelek', 'waras']",instagram,0
"['maafitu', 'namax', 'pke', 'bj', 'telanjang']",instagram,0
"['fokeus', 'jual', 'fokeus', 'mencarakyat', 'indonesia', 'member', 'kokecak']",instagram,0
"['kmrn', 'bagi', 'jabat']",instagram,0
"['ndak', 'jadi', 'oposisi', 'bubar', 'sssaja', 'rakyat', 'indonesiabet']",instagram,2
"['residen', 'ku']",instagram,0
['selbanget'],instagram,0
"['wakil', 'presiden', 'keren']",instagram,0
"['kokek', 'ngemeng', 'ssaja']",instagram,0
"['ganteng', 'wapresku', 'gibran', 'sukses', 'jalan', 'tugas', 'panggil', 'wapres', 'rakyat', 'indonesia', 'sehat2']",instagram,2
"['rakyat', 'indonesiama', 'kasih', 'bossemoga', 'indonesia', 'malaysia', 'jaga']",instagram,0
['sehat'],instagram,0
['mantap'],instagram,0
"['aduh', 'jaman', 'rakyat', 'indonesiatanya', 'gampang', 'banget', 'ngebunuh', 'ngebunuh', 'ssaja', 'gampang', 'cuman', 'berucapjanji', 'manis', 'gampang', 'maaf', 'walk', 'talk']",instagram,0
"['suksma', 'daging', 'babi', 'pakde']",instagram,2
"['lupa', 'resleting', 'gemboke', 'biar', 'buka', 'paksa', 'emak', 'emak', 'indonesia']",instagram,0
"['presiden', 'baik', 'ir', 'jokeoke', 'widodo']",instagram,2
"['pelsajaran', 'anak', 'cucu', 'suka', 'jatuh', 'sakit', 'hatihati', 'baikokerang', 'doa', 'dengar', 'kabul', 'tuhanjadilah', 'menang', 'jatuh', 'rendah']",instagram,0
"['semangat', 'mayor']",instagram,2
"['malang', 'unggul', '02', 'merry']",instagram,2
"['tertawa', 'rfli', 'harun', 'malu', 'maluin', 'timur', 'sejana', 'hukum']",instagram,0
"['16bisa', 'ndak', 'nyinyir']",instagram,0
"['amin', '1', 'insahallah', 'anies', 'presiden', 'indonesia', '20242029', 'aamin', 'moga', 'curang', 'culas', 'anies', 'presiden', 'aamin', 'aamiin', 'aamiin', 'robbalallamin']",instagram,1
"['tumbit', 'sarakyat', 'indonesia', 'air', 'bersih', 'gimna']",instagram,0
['amin'],instagram,1
"['sipaling', 'hijau']",instagram,0
"['asosiasi', 'abdul', 'abdul', 'internasionalabdus', 'shomad', 'abdul', 'wahid', 'abdul', 'kholik', 'abdul', 'muhaimin', 'iskandar', 'ketua']",instagram,1
"['amin', 'no1']",instagram,1
"['wes', 'wayahe', 'saiki', 'ubah', 'indonesia', 'ttap', 'solid', 'dkung', 'pilih', 'anies', 'muhaimin', '1', 'jarakyat', 'indonesia', 'amin']",instagram,3
"['biar', 'qi']",instagram,0
"['desak', 'anies', 'solo', 'tidakk']",instagram,1
['rawan'],instagram,0
"['ngerakyat', 'indonesia', 'gasskeun', 'amin', 'ubah']",instagram,0
"['seru', 'banget']",instagram,0
"['amin', 'rabbal', 'alamin']",instagram,1
"['bismillah', 'juang', 'masayaarakat']",instagram,0
"['pikir', 'waras', 'pilih', 'gama', 'rekam', 'jejak', 'prakyat', 'indonesiahatin', 'kokendisi', 'masayaarakat', 'masayaarakat', 'buai', 'politik', 'bansos', 'narasi', 'sesat', 'barakyat', 'indonesiasan', 'waras', 'kecil', 'hati', 'didik', 'politik', 'rakayat', 'infestasi', 'jantidaka', 'sejarah', 'bukti']",instagram,0
"['alhamdulilah', 'sehat', 'sellu', 'muchfud', 'ganjar', 'berjuantidakan', 'adil', 'demokerasi', 'etika', 'moral', 'indonesia']",instagram,3
"['trakyat', 'indonesiams']",instagram,0
"['aamiin', 'allah', 'aamiin']",instagram,0
"['batidak', 'kumpul', 'rawan', 'kokensisten', 'batidak', 'prof', 'hati', 'jiwa', 'rawan', 'ganjar', 'indonesiast']",instagram,3
"['gibran', 'mengssajak']",instagram,2
"['penasaran', 'org2', 'muja', 'muji', 'jokowi', 'sikap']",instagram,2
"['sudahh', 'duga', 'kokek', 'pakkalau', 'lembaga', 'mahkamah', 'agung', 'rakyat', 'indonesiantimidasi', 'hukum', 'rakyat', 'indonesiamba', 'laku']",instagram,0
"['darakyat', 'indonesia', 'pas', 'muncul', 'tiga', 'oenting', 'dirty', 'vote', 'ssaja', 'dh', 'tau', 'arah', 'mana', 'pas', 'diterusin', 'kliatan', 'takut', '02', 'menang', 'inti', 'tuju', 'menyintidakirkan', '02', 'udahhhh', '2', 'putar', 'pntg', 'lawan', 'agung', 'dh', 'tumbang', 'tenang', '2', 'calon', 'lagi2', 'narasi', 'diterusin', 'yaaahh', 'makin2', 'dah', 'rakayat', 'dh', 'tau', 'dirty', 'vote', 'ga', 'penting2', 'banget', 'sudahh', 'paham', 'tuju', 'darakyat', 'indonesia', 'ssaja', 'dh', 'darakyat', 'indonesia', 'kubu', '01', '03', 'baca', 'sekaliiii', 'kehawatiran']",instagram,3
"['sehat', 'bugar', 'senang', 'bahagia', 'semangat']",instagram,0
"['ramah', 'tamah', 'ceunah', 'bang']",instagram,0
"['harga', 'rakyat', 'indonesia', 'jaga', 'vidio', 'luar', 'akal', 'sehat', 'anak', 'pungut', 'antidakatanyaa']",instagram,0
"['ttidak', 'lurus', 'dibarakyat', 'indonesiasan', 'ganjar', 'mahfud', 'waras']",instagram,3
"['suara', 'ganjar', 'tapis', 'ku', 'cuman', '7', 'suara', 'tapis', 'coba', 'sebutin', 'takut']",instagram,3
"['tiap', 'tapis', '02', 'unggul', 'coba', 'legowo', 'rakyat', 'indonesiama', 'unggul', 'paslon', 'pilih', 'biar', 'damai', 'nkrakyat', 'indonesia']",instagram,2
"['sendirakyat', 'indonesia', 'dalang']",instagram,0
"['jujur', 'saking', 'les', 'jalan', 'butuh']",instagram,0
"['emang', 'prabowo', 'atur', 'sprti', 'mukidi']",instagram,2
"['nangguntidakekekenapa', 'blg', 'ethes', 'desain']",instagram,0
"['kangen', 'beliau']",instagram,0
"['sabar', 'pakokerang', 'jujur', 'berani', 'musuhnyapastinya', 'mayorakyat', 'indonesiatas', 'takut', 'pemimpinkarena', 'ganggu', 'lahan', 'kokerupsinyadan', 'minorakyat', 'indonesiatas', 'jujurbaikberani', 'dukung', 'orangyang', 'jujur', 'berani']",instagram,1
"['indonesia', 'unggul', '03', 'ganjar', 'pranowo']",instagram,3
['hadiiiirrrrr'],instagram,0
"['harap', 'amin', 'presiden']",instagram,1
"['heloooo', 'uki', 'atidakp', 'titik', 'cerah', 'anak', 'mudah', 'dunia', 'politik']",instagram,0
"['sehatsukses', 'selaluu', 'ibnuwardani', 'skalauargagaspol', 'ganjar', 'mahfud', 'dukung', 'rakayat', 'bismillah', 'moga', 'gama', 'menang', 'menang', 'menang', 'mahfud', 'wakil', 'presidenpak', 'ganjar', 'presiden', 'rakyat', 'indonesia', '120242029', 'berkah', 'barokeah', 'amanahtetap', 'lahirbatintetap', 'merakayat', 'nkrakyat', 'indonesia', 'harga', 'mati', 'rukun', 'damai', 'indonesia', 'kumengahargai', 'beda', 'agama', 'rassuku', 'merdeka', 'merdeka', 'merdekaamiiin3x', 'yarobbalallamin']",instagram,3
"['keren', 'alam', 'otw', 'ngikutin', 'jejak', 'bapak']",instagram,3
"['investasi', 'kemarakyat', 'indonesianbanyak', 'selesai', 'berani', 'tabrak']",instagram,0
"['jokowi', 'maaf', 'dukung', '02', 'pindah', 'ganjar', 'gama', 'kawal', 'pimpin', 'indonesia']",instagram,3
['semangat'],instagram,0
"['detik', 'rencana', 'lurah', 'rencana', 'milu', '2024']",instagram,0
"['3', 'jarakyat', 'indonesia']",instagram,0
"['anies', 'prabowo', 'tutor', 'kampanye', 'rakyat', 'indonesiaang', 'gemibra', 'ganjar']",instagram,3
"['idola', '2', 'dua']",instagram,0
"['sapa', 'nyakitin']",instagram,0
"['sehat', 'nggeh', 'romo']",instagram,0
"['beliau', 'diatidakp', 'sombong', 'antidakuh', 'sanepan', 'bilang', 'hina', 'sehat', 'ganjar', 'sabar', 'gusti', 'allah', 'mboten', 'sare', 'becik', 'titik', 'ala', 'tara', 'sapa', 'nandur', 'bakale', 'ngunaduh']",instagram,3
"['ngelenserakyat', 'indonesian']",instagram,0
"['pilih', 'presiden', 'setting', 'darakyat', 'indonesia', 'prosentase', 'perolehantidak', 'berubahkalau', 'belssajar', 'statistik', 'diagram', 'lintidakarandengan', 'opsi', '3', 'mudahhdengan', 'isi', 'prosentase']",instagram,0
['bor'],instagram,0
"['mantap', 'lanjuntukan', 'juang', 'tidak', 'benar', 'republik', 'indonesia', 'cinta']",instagram,0
"['kalah', 'oke', 'pilih', 'presiden', 'skarang', 'rela', 'jilat']",instagram,0
"['bahagia', 'sederhana', 'abah', 'senyum', 'sudahh', 'adem', 'bahagia', 'pimpin', 'adil', 'dunia', 'akhirat', 'insayaa', 'allah', 'aamiin', 'allah']",instagram,1
"['ssajak', 'slepet', 'imin']",instagram,1
"['3', 'tapis', 'deket', 'rumah', 'gua', '02', 'menanggua', 'bal', 'kandang', 'banteng']",instagram,2
"['salah', 'nginput', 'salah', 'nginput', 'sesuai', 'tapis', 'muntidakin', 'usut', 'ketua']",instagram,0
"['sesal', 'ku', 'kenapa', 'kemaren', 'pas', 'samping', 'mayor', 'tedy', 'pingsan']",instagram,0
"['rakyat', 'indonesiabadi', 'kagum', 'paslon', 'kalah', 'milu', '2024', 'darakyat', 'indonesia', 'paslon', 'menang']",instagram,0
"['nice', 'family']",instagram,0
"['tokeen', 'habis', 'dikit', 'rakyat', 'indonesiasik']",instagram,0
"['sehat', 'umur', 'dalamlindungan', 'alloh', 'subhana', 'wataala']",instagram,0
"['thats', 'lit', 'brother']",instagram,0
"['dirty', 'vote', 'fitnah']",instagram,0
"['nikel', 'besar', 'dunia', 'sejahtera', 'masayaarakat', 'signifikan']",instagram,0
['nomor'],instagram,0
"['maling', 'mana']",instagram,0
"['bismillah', '1', 'amin']",instagram,1
"['darakyat', 'indonesia', 'pkntianak', 'teus', 'cek', 'mhn', 'lanjuntukan', 'usahanyatrakyat', 'indonesiamakasih']",instagram,0
"['semangat', 'presiden']",instagram,0
"['dkrtik', 'brrti', 'sayang']",instagram,0
"['ikn', 'manfaat', 'rasa', 'balikpapan', 'kaltim']",instagram,0
['anies'],instagram,1
"['akal', 'sehat', 'rocky', 'saidi']",instagram,0
"['moga', 'anies', 'istiqomah', 'juang', 'bela', 'rakayat', 'ubah']",instagram,1
"['habis', 'pbb', 'undang', 'beliau', 'sklian', 'rakyat', 'indonesia', 'jabat', 'pbb', 'aamiin', 'allaah']",instagram,0
"['izin', 'rakyat', 'indonesiadho', 'allah', 'swt', 'haji', 'prabowo', 'subianto', 'presiden', 'rakyat', 'indonesia', '20242029', 'aamiin']",instagram,2
"['maju', 'kalah', 'malu']",instagram,2
['muantap'],instagram,0
"['cerdas', '2024anies']",instagram,1
"['istrakyat', 'indonesia', 'dosen', 'pilih', 'pikir', 'baik', 'rakayat', 'pikir']",instagram,1
"['semangat', 'juang', 'ubah', 'aamiin', 'aamiin', 'aamiin', 'rabbal', 'aalamin']",instagram,1
"['awokeawoke', 'anak', 'abah', 'suka', 'makan', 'duit', 'haram', 'hasil', 'endors', 'judi']",instagram,1
"['penilaiian', 'anis']",instagram,1
"['wajib', 'pisahin', 'batoke', 'badan', 'mnusa', 'luknut']",instagram,0
"['nikmat', 'hasil', 'proses', 'emang', 'kereeenn']",instagram,0
"['vladimir', 'putin', 'sudahh', 'mengucapkn', 'selbanget', 'prabowo', 'ica', 'emang', 'presiden', 'putin', 'tidakk', 'rakyat', 'indonesiaset', 'mantan', 'kgb', 'sembarang', 'selbanget', 'presiden', 'prabowo', 'ica', 'kokear', 'kokear', 'curang', 'biar', 'putin', 'revisi', 'selbanget', 'presiden', 'anies', 'baswedan', 'presiden', 'rohingya', 'dagel', 'emang']",instagram,2
['anies'],instagram,1
"['ucap', 'rakyat', 'indonesiamakasihnya', 'kokek', 'sama', 'rakayat']",instagram,0
"['aneh', 'semangat', 'mahfud']",instagram,0
"['02', 'prabowo', 'gibran', 'yees']",instagram,2
['kreatif'],instagram,0
"['98', 'jilid', '2', 'ulang', 'bawa', 'mana', 'indonesia', 'cinta']",instagram,0
"['ngaruhwong', 'ndeso', 'ganjar']",instagram,3
"['keren', 'pks']",instagram,0
"['james', 'bond']",instagram,0
"['celah', 'pakai', 'dulang', 'suaradikira', 'krakyat', 'indonesiatisbulkecelek', 'fatal', 'itumigran', 'usut', 'tuntas']",instagram,0
"['wkwkwkwkwkwkwk', 'ntidakak']",instagram,0
"['psi', 'kaesang']",instagram,0
"['dukung', 'hostanyaa']",instagram,0
"['sudahh', 'dukung', '2kali', 'kalah', 'saatanyaa', 'pilih', 'anies', 'baswedan']",instagram,1
"['chia', 'manis']",instagram,0
"['cantik', 'bangeeet']",instagram,0
"['gera', 'ubah', 'satu', 'adil', 'sejahtera', 'kebantidakitan', 'rakayat', 'bangsa', 'indonesia']",instagram,0
"['chia', 'cynk']",instagram,0
"['pak', 'anis']",instagram,1
"['sangsi', 'perdata', 'kait', 'wanprestasi', 'calon', 'presiden', 'intidakar', 'janji']",instagram,0
['semangat'],instagram,0
['comel'],instagram,0
"['selbanget', 'tv', 'one', 'sudahh', 'resmi', 'hd', '169']",instagram,0
"['klau', 'rahasia', 'negera', 'umumahkamah', 'agung', 'rahasia', 'keluargaa', 'suka', 'duka', 'kasih', 'tau', 'teman', 'leluasa', 'menyeang']",instagram,0
"['mamarakyat', 'indonesiaka', 'masak']",instagram,0
"['bih', 'kokek', 'ayu', 'kihh']",instagram,0
"['ganduul', 'thailan']",instagram,0
"['full', 'video']",instagram,0
"['bansosnya', 'elu', 'rajin', 'turun']",instagram,0
"['takut', 'saing', 'nyerang']",instagram,0
"['maaf', 'hening', 'bening']",instagram,0
"['aniessekarang', 'prabowo', 'uno', 'emang', 'kalah', 'pamor', 'andamereka', 'mentidakhianati', 'sudahh', 'dukung', 'habis2an', 'pilih', 'presiden', 'kmaren', 'lupa', 'ulama']",instagram,2
"['ganti', 'gib', 'jateng']",instagram,0
"['satu', 'selesai', 'wali']",instagram,0
"['menyalaaaa', 'abtidakuuhhb']",instagram,0
"['moga', 'cucu', 'jokowi', 'sehat', 'sehat']",instagram,0
['nice'],instagram,0
"['udahh', 'kadung', 'ngiler', 'ngelihat', 'nominal', 'jht', 'rakayat', 'kumpul', 'ken', 'ngambil', 'cuan', 'darakyat', 'indonesia', 'duit', 'rakayat', 'pakai', 'akal2an', 'atur']",instagram,0
"['sukarno', 'pernahsejauh', 'lahir', 'darakyat', 'indonesia', 'orang2', 'kait', 'beliau', 'sesudahhnya', 'ambisi', 'sukarno', 'ide', 'pikir', 'beda', 'generasi', 'haus', 'kuasa']",instagram,0
"['ngemong', 'putune', 'patidakh', 'masker', 'mbah', 'mbah', 'rung', 'wayahe', 'njenengan', 'patidakh', 'iseh', 'sugeng']",instagram,0
"['liat', 'ajundanya', 'sja', 'sangar', 'presidenya', 'berani', 'orang2', 'ganggu', 'indonesia']",instagram,0
"['selbanget', 'bahagia', 'putra', 'sayang', 'janethessehatdan', 'suksesselamanya', 'janethes', 'gibran', 'rabuming', 'walikoketa', 'soloamin']",instagram,2
"['istimewa', 'mewah', 'penampilantapi', 'tulus', 'hati', 'rakayat', 'super', 'istimewa', 'jokowirahayu']",instagram,2
"['moga', 'keluargaa', 'bahagia']",instagram,0
"['mentrakyat', 'indonesia']",instagram,0
"['gelora', 'sihcuma', 'nanya']",instagram,0
"['sehat', 'prespak', 'pur', 'indonesia', 'batidak']",instagram,0
"['tuju', 'bu', 'rakyat', 'indonesia', 'baik', 'bangun', 'negerakyat', 'indonesia', 'maju', 'teknologi', 'menintidakat', 'makmur', 'rakayat']",instagram,0
"['penting', 'rakayat', 'penting', 'prakyat', 'indonesiabadi', 'partai']",instagram,0
"['pingin', 'hebat', 'presiden']",instagram,0
"['wkwkwkwkklbh', 'lucu', 'darakyat', 'indonesiapada', 'lawak', 'untung', 'jadi', 'presiden']",instagram,0
"['kenal', 'kenapa', 'pingin', 'kenal', 'sayang']",instagram,0
"['tampil', 'rakyat', 'indonesia', 'pupr', 'natural', 'transparan', 'sehat', 'sukses']",instagram,0
"['harap', 'dukung', 'rakabuming', 'moga', 'negara', 'maju', 'ekokenomi', 'rakayat', 'negara']",instagram,0
"['sehat', 'ku']",instagram,0
['masayaaallah'],instagram,0
"['wau', 'rakyat', 'indonesia', 'keren', 'banget', 'james', 'bond', 'indonesia']",instagram,0
"['anies', 'mahal', 'abad', 'anies', 'kalah', 'hormat']",instagram,2
"['super', 'bu', 'srakyat', 'indonesia', 'mulyanisehat2', 'sekeluargaaterakyat', 'indonesiama', 'kasih', 'sudahh', 'buka', 'kuping', 'org2', 'soke', 'tahusaya', 'beban', 'hutang', 'negaramantap', 'bu']",instagram,0
"['takut', 'bisnis', 'lancar', '02', 'menang']",instagram,2
"['tua', 'batidak', 'anak', 'dapet', 'harga', 'darakyat', 'indonesia', 'presiden']",instagram,0
"['alhamdullilah90', 'rakayat', 'cinta', 'jokowi']",instagram,0
"['rakyat', 'indonesia', 'baik', 'jokowi']",instagram,0
['setutuuuu'],instagram,0
"['biar', 'pergi', 'menitidaklkan', 'juang', 'jalan', 'ubah']",instagram,1
"['pimpin', 'baik']",instagram,0
"['abah', 'sehat', 'sehat', 'sukses', 'trusss', 'amiin']",instagram,1
"['masayaa', 'alloh', 'tabarakalloh', 'smoga', 'sehat', 'slalu', 'amin', 'aamiin', 'rabbal', 'alamiin']",instagram,1
"['aamiinyaa', 'robb']",instagram,0
"['hadarakyat', 'indonesia', 'calon', 'presiden', 'turun', 'calon', 'gubernur', 'pling', 'ssaja']",instagram,0
"['ayo', 'berapa', 'benci', 'kata2', 'ucap', 'masayaarakat', 'oposisi', 'negara', 'atur', 'naik', 'harga2', 'ngikut', 'ssaja', 'protes', 'krakyat', 'indonesiatik', 'sehitidak', 'pejabat2', 'benah', 'atur', 'mudahh', 'masayaarakat', 'memuntidakinkan', 'dittidak', 'musayaawarah', 'mufakat', 'oposisi', 'jugan', 'musuh', 'musnah', 'fungsi', 'rem', 'negara', 'biar', 'bablas', 'negara', 'oposisi', 'rugi', 'rakayat', 'kita2', 'lembu', 'tusuk', 'hidung', 'ngikut', 'ssaja', 'kta', 'rakyat', 'indonesiantah']",instagram,0
['masayaaallah'],instagram,0
"['tanah', 'negara', 'ambil', 'tanam', 'bagus', 'azas', 'manfaat', 'bersih', 'darakyat', 'indonesia', 'hutan', 'belukaremang', 'larang']",instagram,0
"['kagum', 'calon', 'presiden']",instagram,0
"['maasayaa', 'allah', 'aniessaya', 'pihak', 'perubahanga', 'kalah', 'atas', 'menang', 'karna', 'curangbatidak', 'pilih', 'anies']",instagram,1
"['shaa', 'allah', 'tabarokeallah', 'moga', 'jadi', 'ladang', 'pahala', 'abah', 'aamiin', 'yaarobbalaallaamiin']",instagram,0
"['gaji', 'jabat', 'naik', 'hahahahahahahahahaha']",instagram,0
['lahhhhhhhhh'],instagram,0
"['ngotot', 'banget', 'tidakk', 'kalah']",instagram,0
"['tutup', 'mini', 'market', 'alfa', 'indomaret', 'ngerusak', 'usaha', 'rakayat']",instagram,0
"['kokecakkkk', 'jelassss', 'umur']",instagram,0
"['keren', 'bang', 'wakil']",instagram,0
"['pilih', 'amin', '1']",instagram,1
"['moga', 'allah', 'memenantidakan', 'anies', 'baswedan', 'presiden', 'rakyat', 'indonesia', '2024', 'aamiin']",instagram,1
"['mantap', 'saudahraku', 'ayo', 'biar', 'juang', 'sendirakyat', 'indonesia', 'biar', 'negara', 'maju']",instagram,0
"['ken', 'kesana', 'indah', 'banget']",instagram,0
"['amin', 'amin', 'aminnnnn']",instagram,2
"['kreatif', 'video', 'suka', 'suka']",instagram,0
"['kokeng', 'kalikokeng', '01', 'amin', 'coblos']",instagram,2
"['01', 'amin', 'ttapi', 'baik', 'indonesia', 'depan', 'mudahh2an', 'anis', 'menang', 'putar', 'aamiin3x', 'rabbal', 'aalamiin']",instagram,1
"['rakyat', 'indonesia', 'conto']",instagram,0
"['bismillah', 'biidzinillah', 'amin', '1', 'putar', 'aamiin']",instagram,1
"['nama', 'mason', 'bryan', 'kokelektor', 'uang', 'milik', 'barangbarang', 'perantidakoke', 'kokein', 'kuno', 'uang', 'kirakyat', 'indonesiami', 'nomor', 'whatsapp', 'bicara']",instagram,0
['bismillaah'],instagram,0
"['ahoke', 'pengaruh', 'rakayat', 'sekarangsoalnya', 'kerja', 'jelek']",instagram,0
"['mahfud', 'emang']",instagram,3
"['republikaco', 'neng', 'banget', 'rakyat', 'indonesiata2', 'gin']",instagram,0
"['antidaket', 'tak', 'manipulasi', 'mahkamah', 'agung', 'presiden', 'sssaja', 'dimakjulkan', 'antidaket']",instagram,0
"['ganjaaaar', 'ganjaaaaar']",instagram,3
"['yaelahh', 'bang', 'jatidakr', 'bingung', 'tidakkk', 'beliau', 'kokensisten', 'kemlinthiinya', 'kokek']",instagram,0
"['moga', 'ahy', 'sempat', 'rakyat', 'indonesia', '1']",instagram,0
"['moga', 'sukses', 'pdip', 'partai', 'baik', 'nkrakyat', 'indonesia']",instagram,0
"['pilih', 'calon', 'apa']",instagram,0
"['karna', 'antidakuh', 'malu']",instagram,0
"['banget', 'film', 'dewasa']",instagram,3
"['rakyat', 'indonesiaus', 'nanya', 'emang', 'granger', 'pranowo', 'dissajak']",instagram,0
"['masayaa', 'allah', 'kagum', 'banget', 'mayor', 'santun', 'banget']",instagram,0
"['menang', 'kalah', 'rakyat', 'indonesiama', 'curang', 'usut', 'biar', 'depan']",instagram,0
"['jatidakr', 'bantu', 'menang', 'pilkada', 'memenantidakan', 'rakyat', 'indonesia', 'sendirakyat', 'indonesia', 'ssaja', 'coba', 'pikir', 'akal', 'sehat', '16', 'jatidakr', 'banget']",instagram,0
"['hebat', 'abang', 'ganjar', 'tunggu', 'kpk']",instagram,3
"['sehat', 'prabowo', 'moga', 'allah', 'swt', 'rakyat', 'indonesia', 'berkah', 'umur']",instagram,2
"['salah', 'politis', 'idola', 'pdip']",instagram,0
"['sudahh', 'cuci', 'otak', 'kanjeng', 'mami']",instagram,0
"['kokementar', 'ganjar', 'sudahh', 'realistis', 'bijak', 'diam', 'introspeksi', 'rakayat', 'pilih']",instagram,3
"['semangat', 'kuat', 'satu', 'danbersama']",instagram,0
"['dukung', 'ganjar', 'selaluu']",instagram,3
"['mahfud', 'sudahh', 'setel', 'pabrakyat', 'indonesiak']",instagram,0
"['duuh', 'mahfud', 'hati', 'lebar', 'banget', '2x', 'prank', 'jabat', 'wapres']",instagram,0
"['ketemu', 'boss', 'ga', 'gbk', 'bang']",instagram,0
"['ganjar', 'kuat', 'oposan', 'sekjen', 'partai', 'pdip', 'ngelantidakahin', 'mbak', 'puan']",instagram,3
"['ken', 'kuasa', 'terosssss']",instagram,0
"['bedeh', 'mannir']",instagram,2
"['menyelbangetkan', 'muka', 'putra', 'mahkoketa']",instagram,2
"['sudahhlah', 'jugan', 'kokemen']",instagram,0
"['dukung', 'anies', 'bayar', 'dateng', 'ndarakyat', 'indonesia', 'pake', 'hati', 'nurani', 'ubah', 'serang', 'banten', 'kemarakyat', 'indonesian', 'laut', 'manusia', 'dukung', 'abah', 'jadi', 'presiden']",instagram,1
"['mudah', 'dewasatua', 'kaya', 'bocahklaw', 'kalah', 'suka', 'ga', 'rakyat', 'indonesiamabocahbocahsuara', 'bangtop']",instagram,0
"['fakta', 'pilih', 'prabowo', 'karna', 'minat', 'resah', 'pilih', 'sekian', 'kali', 'khawatir', 'bencana', 'tunggu', 'ganjar', '2030']",instagram,2
"['green', 'inflation', 'sampah', 'plastik', 'daur', 'ulang', 'satu', 'lfp', 'muter', 'muter', 'jawbannya', 'all', 'prabowo', 'gibran']",instagram,2
"['sumut', 'ubah', 'presiden', 'anies', 'baswedan', 'tawar', 'maksi', 'gratis']",X,1
"['berita', 'inovatif', 'banget', 'anies', 'sendiri', 'kadang', 'daging', 'bingung', 'masak', 'dimasakin', 'sama', 'chef', 'titidakl', 'makan']",X,1
"['bagus', 'prof', 'bagus', 'suara', 'anies', 'ahok', 'tolong', 'kasih', 'microfon']",X,1
"['anies', 'covid', 'lawan', 'perintah', 'pusat', 'best', 'way', 'possible', 'pempusnya', 'anjing']",X,1
"['mewek', 'pagi2', 'baca', 'masayaa', 'allah', 'abah', 'anies', 'presiden', 'presiden', 'rakyat', 'indonesia', 'aamiin']",X,1
"['semangat', 'juang', 'ubah', 'samarinda', 'kaltim', 'dukung', 'park', 'ahn', 'nice', 'juang', 'ubah', 'coblos', 'nomor', '01', 'anies', 'muhaimin']",X,1
"['tapi', 'pikir', 'ngerti', 'alesan', 'kenapa', 'pak', 'anies', 'jarang', 'pamer', 'islam', 'ngapain', 'pamer', 'rajin', 'sholat', 'kerja', 'pak', 'anies', 'udh', 'wajib', 'gubernur', 'tapi', 'efek', 'kbanyakn', 'perintah', 'tai', 'ngerti', 'kenapa', 'gin', 'diglorifikasi']",X,2
"['gue', 'suka', 'ketawa', 'baca', 'statement', 'gue', 'maafin', 'anies', 'main', 'apa', 'sorry', 'yeeeeee']",X,1
"['anies', 'pamer', 'kebaikan2nya', 'kita']",X,1
"['hitung', 'menit', 'tiket', 'kampanye', 'akbar', 'anies', '01', 'ludes', 'jual', '3', 'juta', 'tiket', 'habis', 'jual', 'harap', 'rakyat', 'hadir', 'coleng', '02', 'borong', 'hadir', 'waspada', 'amin', 'waspada']",X,3
"['komentar', 'tohok', 'anies', 'menteri', 'investasi', 'ngurusin', 'pilpres']",X,1
['anies'],X,1
"['anies', 'direshuffle', 'prabowo', 'pecat']",X,3
"['anies', 'rugi', 'gagal', 'presiden', 'masayaarakat', 'rugi', 'banget', 'sempat', 'muncul', 'capres', 'macem', 'beliau', 'lantidaka', 'banget', 'trust']",X,1
