comments,sosmed,label
indonesia unggul sama 03 ganjar pranowo,instagram,3
haiiirrrrr,instagram,0
harap amin presiden,instagram,1
heloooo uki dulu saya atidakp kamu titik cerah anak mudah dalam dunia politik nyata sama aj,instagram,0
sehatsukses selaluu kak ibnuwardani skalauargagaspol pak ganjar pak mahfud orang baik pasti dukung rakayat baik juga bismillah moga gama menang menang menang pak mahfud wakil presidenpak ganjar presiden rakyat indonesia 120242029 berkah barokeah amanahtetap baik lahirbatintetap merakayat salam nkrakyat indonesia harga mati rukun damai indonesia kumengahargai beda agama rassuku merdeka merdeka merdekaamiiin3x yarobbalallamin,instagram,3
keren mas alam otw ngikutin jejak bapak,instagram,3
tuh kasus investasi kemarakyat indonesianbanyak tidak selesai berani tabrak tidak,instagram,0
pak jokowi maaf saya tidak ja dukung 02 aku pindah ke ganjar sama gama kita kawal orang baik menja pimpin indonesia,instagram,3
tetap semangat,instagram,0
mulai detik  rencana lurah telah d rencana  terjalah sekarang milu 2024,instagram,0
salam 3 jarakyat indonesia,instagram,0
buat pak anies sama pak prabowo tutor kampanye asik  rakyat indonesiaang gemibra ada pak ganjar,instagram,3
idola saya 2 dua,instagram,0
sapa nyakitin,instagram,0
sehat selalu nggeh romo,instagram,0
beliau baik  atidakp sombong antidakuh sanepan bilang hina sehat selalu pak ganjar  sabar gusti allah mboten sare becik titik ala tara sapa nandur bakale ngunaduh,instagram,3
ngelenserakyat indonesian siapa ya,instagram,0
benar nyata sekali bahwa pilih presiden  setting darakyat indonesia prosentase perolehantidak pernah berubahkalau kita pernah belsajar statistik agram lintidakarandengan opsi cuma 3 bagi sangat mudahhdengan cara isi prosentase lebih dahulu,instagram,0
 bor  ya,instagram,0
mantap lanjuntukan juang untuk tidak benar republik indonesia cinta,instagram,0
dah kalah oke pilih presiden skarang rela jilat,instagram,0
bahagia sederhana lihat abah senyum sudahh adem  bahagia pimpin al dunia akhirat sama kita semua insayaa allah aamiin ya allah,instagram,1
jangan sajak pak nanti slepet imin,instagram,1
fyi 3 tapis deket rumah gua 02 menanggua bal kandang banteng,instagram,2
 salah nginput atau  kalau salah nginput sesuai tapis muntidakin bisa usut siapa ketua dll nya,instagram,0
sesal ku kenapa kemaren pas samping sama mayor tedy tidak pingsan,instagram,0
saya rakyat indonesiaba lebih kagum lihat paslon kalah milu 2024 darakyat indonesia pada paslon menang,instagram,0
nice family,instagram,0
bagai tokeen habis makin kit makin rakyat indonesiasik,instagram,0
alhamdulillah sehat selalu panjang umur lama ada dalamlindungan alloh subhana wataala,instagram,0
thats lit my brother,instagram,0
rty vote nyata bukan fitnah,instagram,0
nikel besar dunia tapi sejahtera masayaarakat tidak beg signifikan,instagram,0
nomor satu dong,instagram,0
maling nya mana,instagram,0
bismillah no 1 amin,instagram,1
sama om kami darakyat indonesia pkntianak akan teus cek mhn lanjuntukan usahanyatrakyat indonesiamakasih,instagram,0
semangat my presiden q,instagram,0
kl msh dkrtik brrti msh sa,instagram,0
ikn sangat manfaat saya rasa d balikpapan kaltim,instagram,0
makin pak anies,instagram,1
salam akal sehat untuk om rocky pak sai,instagram,0
moga pak anies tetap istiqomah dalam juang bela rakayat dengan ubah,instagram,1
habis  pbb akan undang beliau lg sklian rakyat indonesia jabat pbb aamiin ya allaah,instagram,0
atas izin rakyat indonesiadho allah swt pak haji prabowo subianto presiden rakyat indonesia 20242029 aamiin,instagram,2
maju lagi kalah lagi malu lagi,instagram,2
muantap,instagram,0
cerdas luar biasa 2024anies,instagram,1
saya istrakyat indonesia dosen mau pilih bapak bukan    pikir baik buat rakayat nyata bapak juga pikir kami alhamdulillah,instagram,1
semangat terus juang ubah aamiin aamiin aamiin ya rabbal aalamin,instagram,1
awokeawoke anak abah suka makan duit haram hasil endors ju,instagram,1
penilaiian kalian apa ya hadap pak anis,instagram,1
wajib pisahin  batoke sama badan nya mnusa luknut ,instagram,0
nikmat hasil proses emang kereeenn,instagram,0
vlamir putin sudahh mengucapkn selbanget pada prabowo lho mb ica emang presiden putin tidakk rakyat indonesiaset dulu mantan kgb tidak sembarang ucap selbanget pada presiden prabowo trus mba ica kokear kokear curang biar putin revisi ucap selbanget pada presiden anies baswedan presiden rohingya dagel emang ibu satu ,instagram,2
anies,instagram,1
ucap rakyat indonesiamakasihnya kokek tidak sm rakayat pak,instagram,0
aneh semangat pak mahfud,instagram,0
penting 02 prabowo gibran yees,instagram,2
kreatif,instagram,0
akan 98 jilid 2 ulang lagi mau bawa mana indonesia cinta ,instagram,0
tidak ngaruhwong ndeso tetap ganjar,instagram,3
se keren  pks,instagram,0
james bond,instagram,0
wow celah bisa pakai untuk dulang suarakira tidak ada orang krakyat indonesiatisbulkecelek banyak mata lihat dengan jelas fatal migran care terus usut sampai tuntas,instagram,0
wkwkwkwkwkwkwk ntidakak,instagram,0
asik demi psi kaesang,instagram,0
saya dukung hostanyaa,instagram,0
saya sudahh dukung 2kali kalah terus sekarang saatanyaa pilih pak anies baswedan,instagram,1
chia manis,instagram,0
cantik bangeeet kak,instagram,0
ketika gera ubah  satu dengan kealan sejahtera maka akan datang kebantidakitan untuk rakayat bangsa indonesia,instagram,0
chia aku cynk kamu,instagram,0
pa anis donk,instagram,1
perlu  sangsi perdata kait wanprestasi bagi calon presiden intidakar janji,instagram,0
semangat,instagram,0
comel,instagram,0
selbanget tv one sudahh resmi hd 169,instagram,0
gimana ya klau rahasia negera umumahkamah agung umum sama kayak rahasia keluargaa banyak suka duka ya g tak dapat kita kasih tau org walaupun  teman paling dekat bisa dengan leluasa menyeang kita,instagram,0
mamarakyat indonesiaka mulai masak,instagram,0
bih kokek ayu men to kihh,instagram,0
ganduul thailan,instagram,0
full video bisa minta ke siapa min,instagram,0
bukan bansosnya tanya tapi elu nya rajin turun,instagram,0
takut saing pak ja nya nyerang,instagram,0
maaf min harus  kata hening atau bening benar,instagram,0
lanjut terus pak aniessekarang prabowo n uno emang kalah pamor dengan andamereka lebih dahulu mentidakhianati kami sudahh dukung habis2an pilih presiden kmaren mereka lupa ulama,instagram,2
ganti bapak yo mas gib mulai jateng dulu ya,instagram,0
satu satu selesai lanjut pak wali,instagram,0
menyalaaaa abtidakuuhhb,instagram,0
moga cucu pak jokowi sehat sehat,instagram,0
nice,instagram,0
udahh kadung ngiler mereka ngelihat nominal jht punya rakayat kumpul ken ngambil cuan darakyat indonesia duit rakayat pakai akal2an atur baru,instagram,0
sukarno baru tidak akan pernahsejauh  belum lahir darakyat indonesia orang2 kait dengan beliau sesudahhnya ambisi sukarno adalah ide  pikir beda dengan generasi sekarang hanya haus kuasa,instagram,0
ngemong putune ae patidakh masker ae mbah mbah nek rung wayahe njenengan yo patidakh iseh sugeng,instagram,0
liat ajundanya sja sangar apalagi presidenya msh berani tu orang2 luar mau ganggu indonesia,instagram,0
selbanget bahagia selalu sama putra tersa mas janethessehat suksesselamanya mas janethes juga mas gibran rabuming walikoketa soloamin,instagram,2
istimewa tidak harus mewah dalam penampilantapi tulus hati untuk rakayat  super istimewa seperti bapak jokowirahayu,instagram,2
moga menja keluargaa bahagia,instagram,0
arti pak bas lanjut mentrakyat indonesia,instagram,0
gelora apa sihcuma nanya,instagram,0
sehat pak prespak pur indonesia batidak dengan anda,instagram,0
tuju bu untuk rakyat indonesia baik saling kerja sama bangun negerakyat indonesia kita demi maju teknologi makin menintidakat  tuju makmur rakayat kita,instagram,0
penting rakayat atau penting prakyat indonesiaba  partai,instagram,0
pingin euy lihat orang hebat  bapak presiden luar biasa,instagram,0
wkwkwkwkklbh lucu darakyat indonesiapada lawak nyata untung g jai presiden,instagram,0
salam kenal bapak kenapa saya pingin kenal saya sangat sa,instagram,0
tampil bapak rakyat indonesia pupr selalu natural apa ada transparan pak sehat sukses selalu pak,instagram,0
harap kami dukung pak rakabuming moga negara kita makin maju ekokenomi demi masa depan rakayat negara,instagram,0
sehat selalu bapak bapak ku,instagram,0
masayaaallah pak,instagram,0
wau pak rakyat indonesia keren banget james bond nya indonesia,instagram,0
betul  bung anies orang mahal abad skrg anies kalah dg hormat,instagram,2
super sekali bu srakyat indonesia mulyanisehat2 selalu ibu sekeluargaaterakyat indonesiama kasih sudahh buka mata kuping org2 soke tahusaya pun tidak pernah rasa beban dengan hutang negaramantap bu,instagram,0
takut bisnis tidak lancar kalau 02 menang,instagram,2
pasti orang tua batidak anak dapet harga darakyat indonesia presiden,instagram,0
yes alhamdullilah90 rakayat cinta jokowi,instagram,0
rakyat indonesia baik jokowi,instagram,0
setutuuuu,instagram,0
biar mereka pergi menitidaklkan bapak kami semua akan selalu sama bapak juang terus jalan ubah,instagram,1
pimpin baik,instagram,0
abah sehat sehat sukses trusss amiin,instagram,1
masayaa alloh tabarakalloh smoga sehat slalu buat amin aamiin yaa rabbal alamiin,instagram,1
aamiinyaa robb,instagram,0
ha hadarakyat indonesia calon presiden turun ja calon gubernur penting ada ntar ja ke pling saja,instagram,0
oh ayo berapa benci anda pada org  kata2 a ucap  benar masayaarakat harus menja oposisi hadap negara  kita atur mereka bukan balik mereka naik harga2 jangan ngikut saja kudu protes dlu kudu krakyat indonesiatik dlu sehitidak pejabat2 benah atur tsb agar mudahh bagi masayaarakat jika memang tidak memuntidakinkan perlu ttidak kan musayaawarah untuk mufakat oposisi jugan musuh apalagi musnah  bagi  fungsi bagai rem negara biar tidak bablas jika negara  tidak ada oposisi siapa rugi kita rakayat  telah  kita2  akan seperti lembu tusuk hidung ngikut saja apa kta rakyat indonesiantah,instagram,0
masayaaallah,instagram,0
meski tanah negara kan tidak a ambil hanya a tanam justru bagus ada azas manfaat bersih darakyat indonesia hutan belukaremang ada larang,instagram,0
baru kali  kagum dengan calon presiden,instagram,0
maasayaa allah pak aniessaya selalu pihak perubahanga ada kata kalah atas menang karna curangbatidak pilih pak anies,instagram,1
ma shaa allah tabarokeallah moga jai ladang pahala abah aamiin yaarobbalaallaamiin,instagram,0
gaji jabat naik hahahahahahahahahaha,instagram,0
lahhhhhhhhh,instagram,0
ngotot banget tidakk mau kalah,instagram,0
mohon tutup semua m market alfa indomaret ngerusak usaha rakayat,instagram,0
kokecakkkk jelassss bawah umur,instagram,0
keren bang wakil,instagram,0
saya juga pilih amin no 1,instagram,1
moga allah memenantidakan anies baswedan menja presiden rakyat indonesia 2024 aamiin,instagram,1
mantap saudahraku ayo jangan biar orang baik juang senrakyat indonesia biar negara kita maju,instagram,0
wah ja ken kesana deh indah banget,instagram,0
amin amin aminnnnn,instagram,2
kreatif video nya suka suka,instagram,0
boleh untuk kokeng kalikokeng 01 amin coblos,instagram,2
01 amin ttapi baik untuk indonesia depan mudahh2an pak anis menang satu putar aamiin3x ya rabbal aalamiin,instagram,1
rakyat indonesia kami conto baik,instagram,0
bismillah biidzllah amin 1 putar aamiin,instagram,1
nama saya mason bryan orang kokelektor uang lama jika anda milik barangbarang lama seperti perantidakoke kokein kuno uang lama dll sila kirakyat indonesiami saya nomor whatsapp anda agar kita dapat bicara lebih baik,instagram,0
bismillaah,instagram,0
ahoke tidak pengaruh pada rakayat sekarangsoalnya sekarang kerja jelek orang benar,instagram,0
pak mahfud emang,instagram,3
republikaco  neng banget  ada rakyat indonesiata2 kayak gin,instagram,0
antidaket tak bisa manipulasi mahkamah agung presiden ssaja bisa makjulkan lewat antidaket,instagram,0
ganjaaaar ganjaaaaar,instagram,3
yaelahh bang pak jatidakr bingung ya tidakkk lah beliau kokensisten dengan kemlinthiinya kokek,instagram,0
moga ahy akan ada sempat menja rakyat indonesia 1 th akan datang,instagram,0
moga sukses pp partai baik untuk nkrakyat indonesia,instagram,0
jangan pernah pilih a lagi saat calon kan apa,instagram,0
karna terlalu antidakuh dy ja malu haha,instagram,0
banget film dewasa,instagram,3
rakyat indonesiaus nanya emang granger pranowo sajak,instagram,0
masayaa allah kagum banget sama pak mayor satu  santun banget,instagram,0
masalah menang kalah semua bisa rakyat indonesiama nya penting jika ada curang harus usut biar depan tidak ada lagi,instagram,0
si jatidakr b bisa bantu dlm menang pilkada memenantidakan rakyat indonesia nya senrakyat indonesia saja a tak mampu coba pikir dengan akal sehat 16 jatidakr banget sih,instagram,0
hebat abang ganjar tunggu kpk,instagram,3
sehat selalu pak prabowo moga allah swt rakyat indonesia bapak berkah umur panjang,instagram,2
salah satu politis idola pp,instagram,0
wkwkwk sudahh cuci otak ny oleh kanjeng mami,instagram,0
kokementar ganjar sudahh tidak realistis lagi lebih bijak kalau introspeksi kena apa ada apa rakayat kit pilih saya,instagram,3
semangat kuat kita satu bersama,instagram,0
saya selalu dukung pak ganjar selaluu,instagram,3
alhamdulillah pak mahfud sudahh kembali ke setel pabrakyat indonesiak,instagram,0
duuh pak mahfud  hati lebar banget ya 2x kena prank jabat wapres,instagram,0
ketemu boss gw ga gbk bang,instagram,0
lah memang ganjar punya kuat apa untuk ja oposan sekjen partai pp juga bukan masa mau ngelantidakahin mbak puan,instagram,3
ken nya kuasa terosssss,instagram,0
bedeh se mannir,instagram,2
demi menyelbangetkan muka putra mahkoketa,instagram,2
sudahhlah pak jugan banyak kokemen,instagram,0
dukung anies tanpa bayar dateng se ndarakyat indonesia pake hati nurani demi ubah serang banten kemarakyat indonesian laut manusia dukung abah jai presiden,instagram,1
mudah lebih dewasatua malah kaya bocahklaw kalah suka ga rakyat indonesiamabocahbocahsuara kan terus bangtop,instagram,0
fakta saya pilih prabowo bukan karna minat lain resah jika tidak pilih untuk sekian kali khawatir akan ada bencana kami tunggu ganjar 2030,instagram,2
tanya soal green inflation malah jawab sampah plastik daur ulang satu tanya soal lfp malah muter muter jawbannya all in prabowo gibran,instagram,2
kami ingin sumut adalah ubah  bisa terja kalau presiden anies baswedan kami tidak perlu dtawari maksi gratis,X,1
beg saya baru tahu kok berita tidak pernah ada inovatif banget p anies saya ja ingat ke ri saya sndri kadang dapat daging tapi bingung mau masak  g bisa  maskin sm chef ja titidakl makan,X,1
bagus juga prof tidak bagus suara cuma anies sama ahok tolong jangan kasih microfon,X,1
pak anies lama covid lawan perintah pusat in the best way possible pempusnya kayak anjing soal,X,1
aku mewekkk pagi2 baca  masayaa allah abah anies presiden kami presiden semua rakyat indonesia aamiin,X,1
semangat para juang ubah samarinda kaltim dukung park ahn nice jalah bagi dari juang ubah untuk coblos nomor 01 anies muhaimin,X,1
tapi kalau pikir gw ngerti juga alesan kenapa pa anies jarang pamer ibarat kek lu islam ngapain pamer rajin sholat kerja pa anies  emng udh wajib bagai gubernur tapi ya efek kbanyakn perintah kek tai ya gw ngerti kenapa hal kecil gin glorifikasi,X,2
gue suka ketawa baca statement orang gue belum bisa maafin anies bla bla bla bla padahal semua juga main apa  sorry yeeeeee,X,1
tidak perlu pak anies pamerallah senri akan lihat kebaikan2nya kpd kt pd waktu,X,1
dalam hng menit tiket kampanye akbar anies 01 ludes jual banyak 3 juta tiket habis jual tapi kami harap rakyat tetap har  bisa ja coleng 02 ikut borong tapi nanti tidak har waspada amin harus waspada,X,3
komentar tohok anies soal menteri investasi ngurusin pilpres,X,1
untuk pak anies ada s mas,X,1
anies reshuffle  prabowo baru pecat,X,3
pak anies tidak akan rugi kalau gagal ja presiden justru masayaarakat rugi banget sempat muncul capres macem beliau  bakal lantidaka banget trust me,X,1
tidakk luwes kes paksa beda banget dengan 01 pak anies  lebih ikhlas peluk dengan suasana hati welas kasih sehitidak lihat juga haru kalau  banyak gimmick  citra,X,2
tanya bung david soal revolusi mental program dr pak jokowi apakah hasil atau gagal acara desak anies semarang  jawab abah nampol,X,1
nambahin cerita kit pak anies  lg sakit  obat ke rscm kencana bakal ikut ngantri kaya pasien lain senrian ga bawa ajudan beda banget sm jabat jabat biasa,X,1
malah aksi  hari oleh presiden sekarang  paslon 02  benar beg alur hebat banget pak anies tahan fitnah 7 tahun lama untuk sesuatu tidak pernah a buat dan oke jugaa pak ahok nahan sampe nunggu waktu tepat untuk bontidakar semua menit akhir lagi,X,3
dengerin duet pak anies n pak ahok bagai hukum untuk koruptor,X,1
 biau aku melek politik udah beberapa kali ikut milu kek bodo amat siapa menang penting bisa makan tapi tahun  gue benar benar melek politik dan dalam  aku cari tahu info pak anies banyak nang mulu gue gue mau dukung cara ugal ugalan,X,1
level pak jk mereka intimidasi mengapa mereka takut anies baswedan yuk komen dengan cerdas,X,1
betapa besar rakyat ingin ubah  harap besar  ada tangan pak anies baswedan,X,1
 juga pas beliau ngelayat ke jabat selalu kritik pak anies saat ja gubernur  pas ngelayat pak anies justru cerita baikbaik tentang almarhum,X,2
masih trauma kjaan  bawa ke psikolog sama pak anies  semua  ga sorot mea,X,1
curang pilpres sudah mereka mulai harap mereka gugat curang bawa ke mk mk sudah siap paman hakim tapin anies harus slesaikan curang tempat duga jika gugat curang bawa ke mk capres 02 atau 03 menang 01 selamat titidakl mirip 2019,X,3
kjaan bawaslu 2019 pak anies ikut man jenazah korban nama adam pas jenazah harun al rasayaid pak anies gabisa datang tapi beliau am2 kerah camat walikota untuk bantu keluarga korban pak anies ke rumah alm harun pagi pagi sudah subuh adek harun,X,3
follow pak anies bikin semangat,X,1
selalu lihat sosok pak anies wah perfect serba bisa serba tau tidak ada celah  telah lihat d academy ja sadar lagi tidak ada manusia sempurna semua punya kurang,X,1
 terja awal telah debat dua tapi sekarang sudah pad anyadar nyata beg fenomena nya temanteman anakanak saya juga seperti  awal ikut kasihan dll tapi telah ikut desak anies komenkomen ada tiktok sekarang ubah,X,1
 02 asik tentu mereka tidak hijrah ke anies dech,X,3
hati abah abah mau culik ya allah sekarang tiba juga gilir abah anies mau culik ke rengasdentidaklok,X,1
anies mi el presidente 2024 anies baswedan indonesia butuh anda cuma pak anies,X,3
abah anies cak imin sssaja belsssajar buat debat ke 2 sukses kok,X,1
 tau gue tuh minta ketemu pas anies solo  sih gibran cmiiw,X,3
6 menit rekam jejak mantan gubernur dki jakarta anies baswedan muntidakin anda lupa ketua bem trisakti tebuireng malam,X,1
tolong jangan ulang lagi pak anies,X,1
ja orang nelayan gabisa suara suara a bagai nelayan  a nyaleg kah ka padahal harus a acuh sssaja ya pas pa anies dateng ke kota tuh gausah sosoan suara g,X,1
 anies sm ahok duet nyanyi kira2  ya satu tuli nada satu nyanyi keluar tempo bain sssaja udh lucu,X,1
pak anies tuh bener2 terap peribahasa anjing gonggong kafilah lalu sih biarin orang mau fitnah apa beliau tetap sssaja kerja kerja kerja justru fitnah ta bantah dr omong orang lain kaya interview sanaga uno prof mahfud md ahok,X,1
ngeri sih kata gua fitnah anies mulu tar akhirat gimane,X,1
kasi pak anies ja tumbal orangorang jahat ngatain politik identitas enihh bukti  a ga libat sama sekali justru pihak lain gamblang,X,1
haikal  gimana a juga ada 02 maruf amin gimana a ja wapresnya jkw jangan lihat skrgnya lihat saat hari kejaan a alas orang label politik identitas a 212 sedantidakan anies tidak datang kesana,X,3
tapi hal kayak gin malah ja goreng buzzer kata pak anies pakai ayat  mayat buat narik simpati orang tuh ya kalau udah benci sampai baik orang lain sssaja ja jelek mata mereka,X,1
tunggu arti bukan anies guna politik agama lama ,X,1
fyi pak anies klo bikin sesuatu  pasti konsul  pakai data misal mau bangun taman beliau pasti kolaborasi antara masayaarakat para ahli swasta  pemprov semua libat dengar mana kira2 bisa sepakat semua jai nilai tara  kealan  ada,X,1
rakyat indonesia makin yakin anies muhaimin amin paslon 01 menang satu putar,X,3
ogah gue pilih anies baswedan ssssaja,X,1
jangan banyak gaya pak anies dapat sama saksi kuatin  mau menang baca doang tidak sambil ngopi lagi dah mmal sambil nyemil jagung food estate harus,X,1
pak anies ja ri 1 buat ane  bonus  berkah tapi hapus tuduh rakal  politik identitas buat 57 lebih warga jakarta pilih anies  utama anies dah ja menang bisa tampil jauh  dengan bawa ubah demokrasi lebih baik,X,1
gue tidak pny persepsi lebih 2 thd anies tapi apresiasi cinta pak anies u bu fery alami turun dengar amp a hearing aid user maybe  anies beneran ja presiden bu fery akan ja ibu negara pertama dg sabilitas representation matters,X,3
kasi dasar cm dari judul berita banyak2 researxh dr bagai sumber ya kak bahkan sm anies bbrp udah d klarif drpd ke belah mnt klarif masalah gapernah dapat respon,X,1
pimpin sederhana tidak kaya ri,X,0
abah anies denger suara rakyat rakyat denger suara abah anies,X,1
yes rumput baik2 sesuai soec internasional kok ganti gara2 ingin malu anies akhir tahu belang,X,1
kasiannnn yaudah pada kasih suara deh ke anies soal suara beliau kok kurang banget yaaa,X,1
petisi pak anies larang nyanyi mana yh,X,1
anies ga ngide janji  tapi masayaarakat minta senri lewat kontrak  ta poin pertama nah anies realisasi lewat imb kawasan ja beri bukan bangun tapi kawasan agar tetap hng legal sesuai ktapi biar bisa urus hak layan,X,2
jika pilih anies muhaimin bukan hanya sepak bola ssssaja maju tapi seluruh l kehidupanolah raga pen sehat budayaampseni aman pariwisata tata kota amp tata desa dll akan maju tuju ubah lebih baik untuk makmur  kealan seluruh rakyat indonesia,X,1
gw lihat berapa usia kalau mereka chronically online medsos utama tiktok  ig sudah pasti bakal dapet framing buruk pak anies  ride the wave mayoritas betul 2 medsos  mayoritas memang dukung 02 ja tidak aneh sih buta fakta lintas usia,X,3
 kalimat kecil paling bawah arti sudah saat anies ja presiden salam dari lombok,X,1
kayak  bukan karna pak anies deh elu sssaja ekhm kurang tarik,X,1
tetap pak anies paling sumbang maaf pak huhuhu,X,1
kampanye paling keren emang  01 gt desak anies 03 gt tabrak prof 02 gt desak paman tabrak etika,X,3
sama hal seperti kita pilih pasang hidup ya prof harus jelas bebet bobot  anies jelas karna gada d sembunyiin prof mulai dr tk sd smp sma kuliah gada palsu,X,1
wuih putar ke2 nanti akan bisa kita saksi ahok anies gandeng tangan lawan nasti jkw  usak demokrasi,X,1
saya juga tanya orang alergi sama pak anies lho sering debat sama suami  pilih kita beda trus suami blg kmu ga tau siapa timsesnya anies tom lembong coba cari cari tau dr s saya mulai rasional wlpun mas penasaran eh jawab deh skrg dr pak ahok senri,X,2
ide hukum untuk koruptor nyanyiin live oleh anies amp ahok lama minggu penuh,X,1
survei populi center prabowogibran 52 5 persen aniesmuhaimin 22 1 persen ganjarmahfud 16 9 persen klik link untuk baca,X,2
iya tuju bang tapi plis titip pesan supaya pak anies undang berta buat olah vokal buat jaga2 klo sewaktu2 beliau suruh nyanyi lagi seperti indosiar ta malam byk dukung protes suara kayak giant doraemon,X,1
anies bilang tak ada guna beli tiket kampanye amin jis,X,2
rill baru liat postingan tiktok pak anies nyanyi maap pak suara pas selain nyanyi sssaja,X,1
tidak gw bingung tim nya pak anies tidak tes dulu kah pas beliau nyanyi kenapa izn  mau tarik suara setidakknya suara harus tarik bukan dorong auens keluar stuo,X,1
nyata adakalanya pak harus pisah dari mic bahaya jika lanjuntukan kek butuh mba puan nanti nih khusus matiin mic pak anies,X,1
lho lho lho ja bukan anies nih sebab ahok penjara  bawabawa politik identitas,X,1
fitnah tuntidakan ke pa anies tuh banyak banget politis agama lah intoleran lah kerja omon omon doang lah  beliau lama  am ga sibuk klarifikasi sana s  gw percaya untidakapan the truth will reveal itself salut banget sama pak anies,X,2
survei populi center prabowogibran 52 5 aniesmuhaimin 22 1 ganjarmahfud 16 9 ambless,X,2
pak anies jangan nyanyi lagi kalau soal musik pak sby juara udah bikin album pula beliau,X,1
alam suara enak bangett the harmonization at the end tho btw seger banget dengernya abis liat video pak anies sm ahok nyanyi,X,1
 ada kalang guru nolak pak anies pasti mereka guru vokal,X,1
denger denger malah pak ganjar ngisi acara pak anies jis bagai guest starnya,X,3
nah bagus nih pak ganjar nyanyi pak prabowo joget pak anies ya sibuk lagi ja presiden,X,3
percuma war tiket kampanye akbar aniesmuhaimin jis timnas amin sebut pakai sistem siapa cepat a masuk,X,1
gue baru ngeuh pak anies tu tidak dateng ke 212 ya googling2 cuma pernah dateng ke reuni  bagai gubernur tuan rumah,X,1
kalaupun harus bayar dukung amin akan bayar  cinta mereka pada pak anies,X,2
ntidakak pas hukum bagi koruptor selain miskin juga mau dengar suara pak anies nyanyi speaker2 seluruh ruang penjara,X,1
lucu ya sekarang kalau ada apa apa tanya ke pa anies,X,1
gue juga ta mikirin   gue posisi anies udah koarkoar kali ye tidak terima fitnah keji  apalagi  casenya cak imin udah kena tag kali tuh oknum bikin fitnah,X,1
beralog dengan guru paud se banyuwangi ada tiga soal pokok suara mereka ya sejahtera guru paud kurikulum  bop atau bantu operasional pen terima kasih guru paud seluruh indonesia insayaa alloh jika beri percaya saya  mas anies,X,1
saat pak anies minta jakarta lockdown tapi malah tolak sama pusat,X,1
lumayan banng pak anies jelek banget,X,1
emang  pak anies sama pak ganjar ya bukan ah,X,3
adhie massar republik  akan kuasa oligarki jika anies baswedan kalah,X,1
ahok dengar suara anies adu merdu su,X,1
ada banyak tanya dari teman mengapa beg keras saya bela anies tulis bawah dari orang tak kenal anies  bukan pilih  adalah jawab,X,2
pura2 begok semuapdhl anies juga sudah ikan konsep trmasuk lockdown biar recovery covid cpt selesaiusulan tolak malah ganti2 istilah ja ppkmwalhasil lama covidnycovid ja bancaan korupsi alkesamp bansos dn bisnis pjbt spt tes pcr dn vaksin masker,X,1
nyata pak anies  pak ahok korban tah mastermindnya pak lurah kambing hitam pak anies  korban pak ahok buah kome,X,2
adhie massar republik  akan kuasa oligarki jika anies baswedan kalah,X,1
etidakk bagi tiket elektronik kampanye akbar jis tetap datang sssaja ingat saksi kejaan kemarin ada orang mentidaku dukung 02 sengsssaja borong tiket elektronik desak anies agar teman2 ga bagi tiket  dengan batidaknya cerita x land,X,3
semesta pihak pada abah anies ada sssaja cara supaya jalan mudah makin framing jelek makin datang counter buat abah,X,1
masa berat buat pak anies waktu awal covid udah tidak bantu pusat saat  denial covid udah masuk ke indo harus juang senri,X,1
kata warganet menang war tiket kampanye akbar aniesmuhaimin jis,X,0
anies  kambing hitam pak prabowo padahal gerakin ormas 212 adalah pak prabowo,X,3
ingat pesan abah anies ya,X,1
anies emang lawan ahok dalam pilgub 2017 tapi perlu ingat bahwa anies tidak pernah musuh dengan ahok tiap pernyataan2 debat pilgub ahok mulut tsssajam apa pernah komentar tsssajam kepada anies s beda,X,3
kata jangan cuma udara darat juga ok kita jawab resah warga kotagede dapat info jika anies menang bansos akan hapus sambil keroncong boleh kan,X,1
akkkkkkkh gue ahokers tapi skrg pilih anies dulu ya eh sumpah  wawancara baru ya pak ahok btw moga sehat terus,X,1
politik list counter dukung 02 kalau bilangin gibran nepotisme dulu anies sama ganjar pernah rebut gibran prabowo pelatidakr ham a suruhisu antidakat 5 tahun sekali jokowi kampanye ga ada bukti jokowi ngomong dukung 02 jangan pilih 02 mereka cont,X,3
plus pak anies tuh tidakk suka pamer tapi  juga ja minus alhamdulilah kit kit buka  pada kasih testimoni,X,1
bagi kerja kompak cerdas cepat  tepat abah keliling kota ke seluruh indonesia cak imin gerilya kantontidakantong nu jateng  jatim dua daerah ceruk nu selalu ja tentu menang inshaallah amin menang satu putar,X,1
denger cak imin ken ja fe nuril saya langsung cek kalender takut tibatiba kita semua masuk freaky friday esi politik bain sssaja cak imin main film fe ja politis  saya saya siap ja sutradara dokumentasi momen lantidaka,X,1
udah titik baca tulis cak imin kedengeran suara cak imin ngomong telinga udah akrab  kah kita cak,X,1
hari kemarin pak anies bully bahkan oleh dukung senri garagara testes suara buat nyanyi cak imin cengcengin indonesia raya garagara surat pada tahun 1991 kepada sahabat rust  sih beneran politik riang gembira,X,1
paslon nomor urut 1 anies baswemuhaimin iskandar atau cak imin terus dapat dukung dari bagai kalang,X,1
singgung karakter cak imin timnas amin luhut bakar jenggot,X,1
cak imin ingin menkeu lulus ponpes tahu rasa hidup etidakk enak,X,1
emang bener ya kata pak anies dulu tiap sudut kota jogja  romantis jogja mnja saksi jalan cinta dua paslon  abah anies  cak imin bener2 real cinta kampus biru sih ,X,1
